index,dataset,BLEU,SacreBLEU,chrF++,ROUGE1,ROUGE2,ROUGEL,ROUGELsum,BLEU_latin,SacreBLEU_latin,chrF++_latin,ROUGE1_latin,ROUGE2_latin,ROUGEL_latin,ROUGELsum_latin,prompt_id
0,korpus_nusantara_ind_jav_nusantara_t2t,9.566980077453941,9.590160602389773,30.024870464832237,20.98152554044556,11.076165080034556,20.525902244002424,20.529282134887513,9.554171844191627,9.611782879468944,30.035359080118063,21.008879821133586,11.098738574965793,20.55121333547006,20.54747510547528,0
1,korpus_nusantara_ind_jav_nusantara_t2t,13.304173413709835,13.352168795484303,35.095672788101744,29.69886809818995,17.060371030350733,29.152270797645436,29.14946175108215,13.291843001927784,13.381703855890954,35.11903558594134,29.742772479760593,17.104076813754908,29.19477619647276,29.20325392073122,1
2,korpus_nusantara_ind_jav_nusantara_t2t,13.454570876314481,13.49799372084087,34.935802562208835,29.93654578621112,17.38926443267394,29.414403271124524,29.428898858233666,13.436881873296205,13.512292329761616,34.947937262650406,29.966465407223453,17.405984701514843,29.446452393882637,29.420678076301755,2
3,korpus_nusantara_ind_jav_nusantara_t2t,10.138289483860865,10.168272242693478,31.03837508796564,21.507568430355324,11.670178645249093,20.94464435726128,20.959899148849928,10.108306789114705,10.174045866429449,31.041374453465316,21.520568012704405,11.681611664186011,20.975079549954966,20.9658359744718,3
4,korpus_nusantara_ind_jav_nusantara_t2t,13.34276639838399,13.392795055271295,35.09796150735237,29.714784965728303,17.0776034187264,29.195297825349908,29.18037439126455,13.325259759576058,13.404108941315263,35.10659656464042,29.72339286745026,17.065118836491354,29.24607945707444,29.228262221893093,4
5,korpus_nusantara_ind_xdy_nusantara_t2t,11.683241279191032,11.50458493001674,42.86766898116268,28.040557902069164,11.593449819062746,27.826855535201133,27.83404950081081,11.509418892230624,11.386633158739755,42.81506654061445,28.018560612434467,11.587329280317599,27.821133005856304,27.816504301197533,0
6,korpus_nusantara_ind_xdy_nusantara_t2t,14.371735398386976,13.736815167315893,46.435183698752944,33.56071111195509,14.6423644223765,33.38019376733753,33.367503103173554,14.170102329616373,13.603602714422093,46.369401395171224,33.57319640056056,14.63958403000187,33.36971759780187,33.36389369245394,1
7,korpus_nusantara_ind_xdy_nusantara_t2t,12.365863780109434,12.065601014254694,45.88220134540101,31.69377935211716,12.396961003169817,31.499833056062176,31.500747280152552,12.202597299389272,11.964897679680675,45.833813230058354,31.681728621231954,12.396778180153929,31.487785516118837,31.50673317104063,2
8,korpus_nusantara_ind_xdy_nusantara_t2t,11.299977311111348,11.160394830665798,42.36502082605346,27.301780380400142,11.074635206340215,27.091475498598495,27.099072400370872,11.13084575458077,11.055565119978738,42.30883406256465,27.300141241190758,11.0721270377685,27.101069275656304,27.10191609113504,3
9,korpus_nusantara_ind_xdy_nusantara_t2t,15.324239593134967,14.47923565772267,47.18922883801353,35.066807815498855,15.701106004421895,34.85722101639846,34.88305774528979,15.15905573462989,14.37756557094326,47.136543672807804,35.03269424752871,15.725491690851317,34.85604327765529,34.85381170229424,4
10,korpus_nusantara_ind_bug_nusantara_t2t,5.564991878888321,5.736776532244903,25.40472013509637,15.54049187422154,7.452765015185251,15.221664556779446,15.225897332920791,5.567040905057099,5.736976276422651,25.407293468896192,15.53787375160196,7.457452630383353,15.21741942110976,15.226210662295031,0
11,korpus_nusantara_ind_bug_nusantara_t2t,6.641907080260544,6.9137424894950525,29.8767912336752,19.797685899928908,9.7979801894297,19.497709710961693,19.522684128559668,6.6428854037764244,6.913669517258168,29.879138523281945,19.799716120447453,9.798816101134927,19.527800238057264,19.483999155787103,1
12,korpus_nusantara_ind_bug_nusantara_t2t,7.119238680445868,7.501268624489174,31.26283759834745,21.544050842432704,11.05370492248504,21.29910327629277,21.33536119491033,7.121473487466947,7.501150816580741,31.264836079670633,21.523836575306124,11.039308228931018,21.339132530293377,21.320367544402618,2
13,korpus_nusantara_ind_bug_nusantara_t2t,5.008470843918822,5.168291908865802,24.31885701435649,14.560233040887487,6.8076902805658674,14.248983506022517,14.238806932730085,5.0089558916008174,5.168301076104655,24.319479277597036,14.558796421304141,6.809366173755318,14.246281500832705,14.253344861930806,3
14,korpus_nusantara_ind_bug_nusantara_t2t,6.886248352171425,7.215290212547328,30.92794615163306,21.108429317205232,10.272937482379174,20.76372561886788,20.756099192544873,6.888250686006014,7.216789221767399,30.93095265486829,21.090985518427942,10.253539319600819,20.770982365013076,20.76509196769788,4
15,korpus_nusantara_ind_sun_nusantara_t2t,34.840576860454966,35.02504985169155,62.60078201233006,56.247253459506354,36.018738805634875,56.170454572976226,56.13774520346886,36.28748831965655,36.46486199454951,63.21202609796768,57.96300008593973,37.82231730202159,57.82801373603598,57.86602295548726,0
16,korpus_nusantara_ind_sun_nusantara_t2t,39.766641951150156,39.936183525500276,65.32214044773302,61.15655526675914,39.97100957681723,61.10676799720414,61.09698116813638,40.98844760504788,41.160453114137496,65.76193516422603,62.41896966215214,41.47203412661238,62.296300801869755,62.349533764163056,1
17,korpus_nusantara_ind_sun_nusantara_t2t,40.548683007994555,40.70453570538887,66.01725679202715,61.8573524305974,40.95016166217233,61.77132157141695,61.778170599653905,41.339122522312074,41.501338534641164,66.3253461620539,62.70761675008898,41.91716069751589,62.62318584989768,62.61365400997927,2
18,korpus_nusantara_ind_sun_nusantara_t2t,36.76758219014853,36.95116866762094,63.90676498676543,58.06515227766672,38.117926665131876,58.00837190366943,58.00601914384653,37.911238022033835,38.09530980170615,64.3400551358451,59.15919835491867,39.3678340497703,59.104700963350524,59.068955744644235,3
