index,dataset,BLEU,SacreBLEU,chrF++,ROUGE1,ROUGE2,ROUGEL,ROUGELsum,BLEU_latin,SacreBLEU_latin,chrF++_latin,ROUGE1_latin,ROUGE2_latin,ROUGEL_latin,ROUGELsum_latin,prompt_id
0,stif_indonesia_nusantara_t2t,2.9645876284875885,3.348621476495353,35.21647045203723,24.554347063635298,7.5653035816659,22.22224136200957,22.17766248826985,2.963272101041063,3.3471765842366783,35.21458692089127,24.54760323266164,7.514429072453307,22.215049084494808,22.208419078276055,0
1,stif_indonesia_nusantara_t2t,1.9422447324538183,2.076661801148655,26.024995974180666,13.928915622522952,4.562482038926778,12.654450235504466,12.853342839571463,1.942450086404888,2.0760129677337327,26.02682420851573,13.875515256504409,4.5990138344249925,12.664536325634785,12.828783451598225,1
2,stif_indonesia_nusantara_t2t,1.6388729555500716,1.6606867799514045,25.330817595301696,14.241895405654962,4.4765919542367705,13.311190018611285,13.360679283727222,1.637824958885005,1.6596255140731417,25.32806112756778,14.23698415959976,4.47029606841581,13.188862300302295,13.332906885379348,2
3,stif_indonesia_nusantara_t2t,2.8379071983757456,2.911772769433929,31.930612741337942,21.70283738557557,6.272945378175853,19.943592062210524,20.165790659762344,2.821508297284084,2.891728577796551,31.90633807799682,21.843282736458143,6.271797289607534,19.93903655848221,20.11215894321258,3
4,stif_indonesia_nusantara_t2t,2.239590853816839,2.4527388784545727,26.621395823151,14.226557680514954,4.746883109193586,13.192127382434862,13.235440738780563,2.2366329695869163,2.448500998422872,26.618061925049,14.243776055665746,4.790384568070747,13.074948501263744,13.293546812979262,4
5,tydiqa_id_nusantara_qa,13.93338426978453,13.977020234812215,49.1822037386692,41.96429274277392,25.89761289022652,41.26584019773175,41.3306481655891,13.638370532712607,13.806674285077593,48.98869025402898,41.38822907741634,25.19146873751548,40.79665985365259,40.816178665952485,0
6,tydiqa_id_nusantara_qa,1.980985380183152,1.9698785130915641,22.98443920209644,12.453405044857597,5.688140154487856,11.562884617833385,11.64889386363675,1.9539770513855286,1.9666523113781256,22.95054766955405,12.40409757698016,5.531515866754358,11.501131893490877,11.61609824192186,1
7,tydiqa_id_nusantara_qa,3.187468216966296,3.188857717935762,26.45636745941297,20.301110530944793,10.301352832333025,19.624083914503156,19.74622479466449,3.077246124408532,3.1492687247081737,26.377297844735587,20.208699607875026,10.10607762235089,19.428340492321183,19.684668751312174,2
8,tydiqa_id_nusantara_qa,5.910090433380736,5.8414174674356145,34.42009609035379,22.673614391129675,13.091991804116502,21.976515510098597,22.042226862424393,5.790034660659601,5.796636007513182,34.31145719313054,22.345109798707586,12.70528374157735,21.63440068408792,21.78183405721462,3
9,tydiqa_id_nusantara_qa,6.062574203631807,6.099348164348171,35.241069911052165,26.89837142951404,15.564810921128316,25.742156431397305,25.88969288140136,5.970980800913648,6.052546941389024,35.14875226298127,26.51860409927481,15.190333864510091,25.503855439160994,25.52873031637618,4
10,xl_sum_nusantara_t2t,2.5071964778806923,2.5050729949112447,34.32322030866656,21.11838632110143,5.649983237958804,15.497873613489844,15.544665656068391,2.5076405234035213,2.505256884520634,34.32354788052291,21.121989333598734,5.6574902724205405,15.50155048146918,15.549604208476817,0
11,xl_sum_nusantara_t2t,2.0155440674649148,2.0059248897843207,31.574397978563756,18.252278921317455,4.588838177431404,13.51685316785301,13.696980547381305,2.015444232859344,2.0050383535117624,31.57934542551838,18.251734371704835,4.58659386973179,13.528864134645252,13.70082241253599,1
12,xl_sum_nusantara_t2t,1.9088029702770084,1.9193553962704093,30.470046405539154,17.257946442213388,4.4091923876907435,12.818927446404121,13.026720488152016,1.911981876096091,1.9253327286342456,30.473179764415224,17.260866329954254,4.416315657431606,12.82199260960423,13.0315195949994,2
13,xl_sum_nusantara_t2t,2.16302559508378,2.163206756024757,33.18764295532811,19.86401682879032,4.9861024740700675,14.611046301881697,14.782430011685205,2.1623441757581134,2.1632097397095644,33.18899699724254,19.860745247536727,4.9877388659105835,14.61354312394582,14.776615285061826,3
14,xl_sum_nusantara_t2t,2.047064607052992,2.0499316503786558,29.31689540421089,17.995488089578867,4.566328867689775,13.749770412566676,13.86851634070273,2.0534194311336833,2.055521791736736,29.318924842494198,18.013150787179406,4.571693313033657,13.74992987713582,13.871059623167408,4
15,xpersona_id_nusantara_t2t,0.40220830068718694,0.4662668195480817,21.172897816285392,10.362525866758643,1.2277757223674814,9.268587876554452,9.308531613880941,0.40220830068718694,0.4662511100574827,21.173133222624767,10.3737784754004,1.2270251484989483,9.258604343548804,9.308212883845812,0
16,xpersona_id_nusantara_t2t,0.22483082454185888,0.2615303859846861,20.123579695566598,8.300095889006894,0.7815772981073339,7.326975282888467,7.407478473927565,0.2248046704254973,0.2614956112146612,20.1239159293937,8.28669074105315,0.7804770767983211,7.328332935915631,7.391020892533501,1
17,xpersona_id_nusantara_t2t,0.10275032689887975,0.13931219172900633,17.480925898587873,5.888109034380212,0.5039319703585463,5.196570782659716,5.286086295494866,0.10278368319217547,0.13921564616578944,17.483260873126294,5.903938927554058,0.5021474662304307,5.191006619036462,5.2821798305805805,2
18,xpersona_id_nusantara_t2t,0.42725575110788067,0.48092961140036916,20.226981222484174,10.140086733467243,1.2580866009141571,9.135918058051507,9.167988615054778,0.4271448004522967,0.4807383282883979,20.226506672152667,10.127010472668559,1.2598192624652345,9.125693727000442,9.1624269789444,3
19,xpersona_id_nusantara_t2t,0.23383526518687553,0.2841106514766836,20.0724084892087,8.582430544891782,0.848075017596697,7.623886131937585,7.71493983642052,0.23380531768920051,0.28404595965127194,20.071366771525792,8.583067711935367,0.8466115426441558,7.624842721939862,7.709377909179771,4
