index,dataset,BLEU,SacreBLEU,chrF++,ROUGE1,ROUGE2,ROUGEL,ROUGELsum,BLEU_latin,SacreBLEU_latin,chrF++_latin,ROUGE1_latin,ROUGE2_latin,ROUGEL_latin,ROUGELsum_latin,prompt_id
0,korpus_nusantara_ind_jav_nusantara_t2t,2.4782219741017526,2.5139120144725173,23.169239636782105,11.351391376866001,3.3783686325893334,11.202987351713887,11.195035819698077,2.4812776345717062,2.516946451516823,23.17298562298629,11.350244108759643,3.380180910160406,11.198095974574809,11.199912710205204,0
1,korpus_nusantara_ind_jav_nusantara_t2t,2.2612502526324314,2.284116331934009,22.424201584962773,10.609506947425976,3.129736605546997,10.46573998799603,10.469159529496682,2.2600252726368497,2.284908445123289,22.427581756620135,10.61936439078582,3.134193385010306,10.474619937270244,10.46248754119388,1
2,korpus_nusantara_ind_jav_nusantara_t2t,2.098499863858419,2.134604618636469,21.517631066891024,9.580533831540011,2.813709230907237,9.466283499829089,9.462514228492253,2.0969621583071616,2.1363648741773043,21.52111402424599,9.575392128214883,2.825671151828009,9.463467568212067,9.455524699073154,2
3,korpus_nusantara_ind_jav_nusantara_t2t,2.2857874319487546,2.3079627824889135,22.744800383535836,10.47487228134901,3.029619542266901,10.331702988678092,10.32467118210596,2.2823603828932404,2.3081094202661294,22.746041912297205,10.485364084811323,3.02663945142413,10.326669416283519,10.329036094350275,3
4,korpus_nusantara_ind_jav_nusantara_t2t,1.4311817860070812,1.454656513378863,19.94458231124317,7.5811649933105265,1.8982158637332873,7.466147514586336,7.457390816770516,1.4311418379797778,1.4554421353311449,19.94746991313245,7.5779867165446015,1.8931306240263395,7.469084538742036,7.472305815906586,4
5,korpus_nusantara_ind_xdy_nusantara_t2t,5.217475460941065,5.382956905751291,32.4340850444487,17.195718808454973,4.986343634535279,16.913395768161205,16.917680565329167,5.18344410615702,5.357075961182313,32.42901664388417,17.17925453862156,4.998419858154025,16.90601779862967,16.91482844596706,0
6,korpus_nusantara_ind_xdy_nusantara_t2t,2.327421905039789,2.5620502347663647,20.132163690242848,8.65588836912881,2.4485181699492067,8.514327728041394,8.522134081892547,2.306490226736507,2.5438608898046304,20.31130395112842,8.702669398815274,2.4703232904374177,8.56890790066345,8.569405199825294,1
7,korpus_nusantara_ind_xdy_nusantara_t2t,3.6232954957390575,3.815439921228607,23.918914592776964,11.538569671945966,3.502485900581413,11.37070842350361,11.376119045506787,3.6174160389658754,3.813363451723344,24.014409580174462,11.562275309460803,3.5030656625153713,11.411522636219795,11.416668400521282,2
8,korpus_nusantara_ind_xdy_nusantara_t2t,4.6965171582466,4.7944416660276294,31.466732405143006,16.11684908387928,4.669256751370043,15.856673403145402,15.868166273124434,4.683647074438981,4.788119842828553,31.464210679907634,16.11775605530164,4.670508286241526,15.871148367656806,15.86401575616686,3
9,korpus_nusantara_ind_xdy_nusantara_t2t,1.1455465783188894,1.2993507101695176,15.832129987900043,4.9655851010258365,1.1871309056042478,4.884614347905324,4.884123932520547,1.1475751107721441,1.3007369865744218,15.999112480267371,5.004188575519049,1.1959310866114656,4.929915755401725,4.9328955504783,4
10,korpus_nusantara_ind_bug_nusantara_t2t,2.207343154062235,2.221979479251971,24.179802205829283,12.350080444894765,4.919328698336872,12.197119614846391,12.213568112324888,2.2074970858972223,2.2206464038283715,24.18183492842993,12.3730645017446,4.90749430350591,12.205755159565157,12.175455731624805,0
11,korpus_nusantara_ind_bug_nusantara_t2t,0.3309499562851171,0.38163668332691897,13.216009672846532,3.744726314069513,1.1138096609438952,3.677953999853693,3.6886620635939296,0.3358529561251265,0.3816314079593905,14.50829562468671,3.915746034100629,1.1279307349271157,3.8501051416746215,3.845976246667266,1
12,korpus_nusantara_ind_bug_nusantara_t2t,0.6687417905264672,0.7830359789170607,14.407940154477167,5.151050363146127,1.7845906300344803,5.103593869832002,5.112239707980529,0.6742194720726105,0.782773085358839,15.296717311597249,5.229195763500513,1.8012186031832225,5.202132322133323,5.198789305309481,2
13,korpus_nusantara_ind_bug_nusantara_t2t,1.97859519508675,2.0055191320559485,23.676130615643952,11.875196329176502,4.590882510217534,11.632910856782056,11.652192432097587,1.9789530247159042,2.0044383738656677,23.676475904861935,11.886584697928582,4.59404963635939,11.660480428835971,11.636989668615492,3
14,korpus_nusantara_ind_bug_nusantara_t2t,0.11052855510970462,0.12533498442963115,11.148725822891754,2.1291615823582015,0.3117915660638387,2.088900835693059,2.0870019421384196,0.11475005407529375,0.12888159879962766,12.444114006577509,2.2331059314150368,0.322476022500761,2.1798623091629916,2.191401809630874,4
15,korpus_nusantara_ind_sun_nusantara_t2t,6.764632597477438,6.920722627508737,32.925989362418505,22.477200528565966,7.843010246379017,22.182985668566214,22.1708279871887,6.764632597477438,6.919999148361173,32.926018553915384,22.49737921187453,7.842675024091628,22.204797185353296,22.150498459193585,0
16,korpus_nusantara_ind_sun_nusantara_t2t,5.264146008766619,5.419951930319941,29.953967114395425,19.117495819306786,6.308878083896918,18.808707215716556,18.81994653725615,5.264407916909779,5.41969921712497,29.956883189349277,19.172390966423723,6.316874982797652,18.819810335946848,18.801295074150417,1
17,korpus_nusantara_ind_sun_nusantara_t2t,5.064632987608262,5.17816992259462,28.598166322049224,18.44454383900019,6.161441189806759,18.190432987925956,18.202783760583298,5.0646512107192185,5.177765847465774,28.61021919765307,18.412605101704845,6.155355318548547,18.199723776497713,18.199907854234933,2
18,korpus_nusantara_ind_sun_nusantara_t2t,5.995099726123168,6.130827223438601,31.948511731967162,21.13524187534706,7.23909523733946,20.92727383189976,20.907067140767182,5.995099726123168,6.129842349087222,31.94907973071251,21.121416718962667,7.21944988299997,20.90792325259434,20.884388001997074,3
19,korpus_nusantara_ind_sun_nusantara_t2t,3.3134206064645397,3.398406673752104,25.006502725946124,14.598413137181234,4.10859384307249,14.194846901790237,14.22351226463174,3.342352460586901,3.4312889980660466,25.01368540182541,14.591365202329538,4.102521137778113,14.22272758529563,14.211140714285367,4
20,korpus_nusantara_ind_mad_nusantara_t2t,7.533627563291764,7.755452447146034,36.90341621952689,29.394285128354003,9.652334432266283,28.983860699434683,28.964894517584494,7.535394822717696,7.75394138112151,36.905675101139224,29.38169354488756,9.656240937652939,28.964684191916557,29.01295229717039,0
21,korpus_nusantara_ind_mad_nusantara_t2t,5.477716902104804,5.775216644174495,30.771325860377154,22.32922709822786,7.243876784531608,21.944329746732656,21.931501935740293,5.482828640891581,5.771967782926394,30.889648602991194,22.39091763714408,7.266948230380726,22.01395326072417,21.97737402075154,1
22,korpus_nusantara_ind_mad_nusantara_t2t,5.6938898972339755,5.850294794100719,29.44703356904224,20.821829025406043,6.541746779665836,20.474835194359216,20.45858625019136,5.695416165237553,5.851021592639953,29.489458586605473,20.900594395761217,6.549131267303307,20.55094679421102,20.5139736505545,2
23,korpus_nusantara_ind_mad_nusantara_t2t,6.868991829933877,7.090106318876361,35.801313725075005,28.440485692323207,9.03691516803119,27.882848281244456,27.9134007350068,6.868586332483928,7.088730841251667,35.80033263622365,28.446842704576085,9.005538796006155,27.92153187021629,27.916065621676577,3
24,korpus_nusantara_ind_mad_nusantara_t2t,3.3285976367321646,3.5346335599411747,24.886254397813808,15.564441726538252,3.7687333250166697,15.127688814750634,15.141219390739558,3.3354999496185487,3.534681960627168,24.975083649671596,15.603026962548688,3.7760723810492616,15.150267796564965,15.124264411844463,4
25,korpus_nusantara_ind_bjn_nusantara_t2t,9.288229806411609,9.362203368182334,39.41956157476492,27.570931884449536,10.062435213224521,27.439714443976133,27.211172871571947,9.288229806411609,9.362203368182334,39.41956157476492,27.411193478117866,9.897733602042114,27.370708505297813,27.299954166308794,0
26,korpus_nusantara_ind_bjn_nusantara_t2t,7.97001513510726,8.033806677508153,35.55611000432612,22.42095463164999,9.038501114974673,21.798658581486023,21.918368839637942,7.97001513510726,8.033806677508153,35.55611000432612,22.596238117105205,8.988851901139647,21.992644170213822,21.948463387892847,1
27,korpus_nusantara_ind_bjn_nusantara_t2t,9.145141262066495,9.214501054897971,35.975864293826724,22.28331598911405,8.106055742880232,22.55709619266745,22.29103564063248,9.145141262066495,9.214501054897971,35.975864293826724,22.36171634552473,8.159535499052652,22.397615677305264,22.42571345955207,2
28,korpus_nusantara_ind_bjn_nusantara_t2t,8.026244828603899,8.08476925275125,37.243843829470734,24.544485082935328,8.325749061378815,23.668384778436913,23.581802538327846,8.026244828603899,8.08476925275125,37.243843829470734,24.556844429936035,8.366399690818753,23.752609365890258,23.707528215637716,3
29,korpus_nusantara_ind_bjn_nusantara_t2t,6.6090655767770095,6.644934333548902,31.828121741197336,20.415089528284827,7.0917431935510935,19.937045748444476,19.741223145021337,6.6090655767770095,6.644934333548902,31.828121741197336,20.45955769154727,7.031546175250268,19.97462486344404,19.80307414705793,4
30,korpus_nusantara_ind_tiociu_nusantara_t2t,0.432997664937859,0.4333731816057137,13.238302596609556,1.8389166261155494,0.18828902470078937,1.8269620002460625,1.8267854494147133,0.43306207532800184,0.43336105012982706,13.240356084113577,1.8334485866730508,0.18759249900426372,1.826299628390192,1.8189886003229725,0
31,korpus_nusantara_ind_tiociu_nusantara_t2t,0.0,0.05803258312531499,9.409436360016777,1.2519033944125824,0.013216374269005848,1.2397298872467057,1.2404933730383167,0.0,0.05958120675488961,10.807271202950547,1.3319330832165293,0.013099415204678364,1.316811686161488,1.311005626635588,1
32,korpus_nusantara_ind_tiociu_nusantara_t2t,0.12297850872712394,0.1342161884508713,9.776218819644123,1.3208667922098114,0.04554506795886106,1.310128852727085,1.3128151377562476,0.12512976987217245,0.1350191674491277,10.83763192171377,1.4851297723783958,0.04827803737818545,1.4650753948310866,1.4666228429054309,2
33,korpus_nusantara_ind_tiociu_nusantara_t2t,0.4067546561641407,0.4069959821298061,13.131371297358827,1.7747913427264672,0.16981361612243964,1.7793961391168682,1.7814397356132508,0.40679083532922067,0.4069899452027406,13.135249093531831,1.7741067091887233,0.17070584317643142,1.7853378680629042,1.7786215449198413,3
34,korpus_nusantara_ind_tiociu_nusantara_t2t,0.0,0.0348891178651746,9.331535447501707,1.3937206636942374,0.016936507936507937,1.3678740819729616,1.3649659732502524,0.0,0.036295316618641674,10.525667838042395,1.5638732719051605,0.015018759018759018,1.5322263889423715,1.536742515896961,4
35,korpus_nusantara_jav_ind_nusantara_t2t,3.20078725638291,3.2337470870396285,26.52905783691751,15.10836374715845,4.419732115612433,14.121766467911524,14.136100218267714,3.2010471362898847,3.2329481230035615,26.53168236603135,15.110900398467209,4.416033515052503,14.137295409276113,14.139706178043914,0
36,korpus_nusantara_jav_ind_nusantara_t2t,3.2211035693098586,3.2519742946049153,26.133980012905145,14.615421478757657,4.2201395070669525,13.642420652962068,13.657138048128898,3.2221624372212423,3.2510833318527617,26.13615231004206,14.622257345478365,4.220287736472929,13.63573055703163,13.65090860630277,1
37,korpus_nusantara_jav_ind_nusantara_t2t,2.8366219654041145,2.857899936327575,24.696564730714847,13.133935551289328,3.5591693511016778,12.256653825654794,12.265418416624884,2.8373407032364995,2.856043589458678,24.697693547868145,13.124481705320228,3.5594840473332585,12.250952425827377,12.269580467609885,2
38,korpus_nusantara_jav_ind_nusantara_t2t,2.962371189695876,2.9923972115608275,26.185808398636105,14.480116983051804,4.049664472377116,13.498498132801467,13.508396957118762,2.9591844241320935,2.9912013748463564,26.187261282224206,14.487600764190528,4.054125298329405,13.504031811761013,13.513421402136155,3
39,korpus_nusantara_jav_ind_nusantara_t2t,2.193451750541003,2.2170794724952643,23.31910753000781,11.595609818448226,2.671587643067225,10.758043741163238,10.759045551999563,2.193274480293881,2.215697558544034,23.32172829628358,11.602555141653728,2.6685825191003607,10.760164073696687,10.763049449362342,4
40,korpus_nusantara_xdy_ind_nusantara_t2t,5.353808092034706,5.569618436035856,30.17808152319007,19.235262633952548,6.13620317105792,18.449221552755617,18.427385489957764,5.350434795106491,5.564955427449305,30.176458460706733,19.232270693383995,6.135220969902061,18.42642149430161,18.46186147360145,0
41,korpus_nusantara_xdy_ind_nusantara_t2t,4.8286432977926745,4.983483672646152,29.48380722636161,18.281320815944518,5.620562224941433,17.40980284955891,17.411277331695423,4.824155850661592,4.979614582158474,29.48113571894912,18.257817584357667,5.6204220055368594,17.40623679721875,17.398222758823696,1
42,korpus_nusantara_xdy_ind_nusantara_t2t,4.578214695798746,4.716766235173216,27.734620461432772,16.703386252120143,5.01303378128384,15.919856487630868,15.916700787746649,4.572157359693911,4.709832826821469,27.73267949820315,16.695414333967612,5.009084745104399,15.934686044804423,15.927584629110852,2
43,korpus_nusantara_xdy_ind_nusantara_t2t,4.973863234830741,5.135105173682043,29.15398619988635,17.955198126846174,5.582114555151208,17.221218337326086,17.1851244330262,4.9689709572649425,5.129362031976727,29.151314066077095,17.97178786836171,5.571606502735431,17.21419912250555,17.200442104050882,3
44,korpus_nusantara_xdy_ind_nusantara_t2t,3.1963765949864302,3.290466324555456,24.503501114901887,13.967167607649788,3.5464072532824256,13.249293110951143,13.245191704626661,3.2030459329235184,3.292932027740448,24.504056916659277,13.974336004654997,3.5442634405774847,13.253587388648198,13.257752388741789,4
45,korpus_nusantara_bug_ind_nusantara_t2t,2.3193152515515303,2.3525578549391053,23.971571013645605,13.25428287949055,4.495464273157758,12.601827774952584,12.606392480708273,2.3194878705487887,2.3526896905922956,23.974871890513803,13.25418192801083,4.489845502424695,12.60816358015826,12.581905763752518,0
46,korpus_nusantara_bug_ind_nusantara_t2t,2.3092984208727314,2.32899764821215,23.381957541196673,12.460763264229223,4.081969972203401,11.793190707723323,11.775227781921108,2.309583762549284,2.3292403525660195,23.38500644530536,12.464046394082128,4.083005600954491,11.761566869329465,11.778175379780425,1
47,korpus_nusantara_bug_ind_nusantara_t2t,2.019459223225497,2.0398311014529837,22.35068556261458,11.416497968701673,3.492926015745626,10.794903907154207,10.795231832661356,2.0195471766945396,2.0398768586771507,22.35085878365265,11.449278733614204,3.4948756854389473,10.790966322861673,10.80010238715763,2
48,korpus_nusantara_bug_ind_nusantara_t2t,2.295018043180728,2.3189180448397106,23.49999909696344,12.64354428067077,4.194798719070972,12.036839039206741,12.02556998187265,2.295059674504764,2.3188648293168708,23.50068470934003,12.63825903222992,4.195131654453807,12.0459588385718,12.003331644913498,3
49,korpus_nusantara_bug_ind_nusantara_t2t,1.2753272115556393,1.3175543406787582,20.612861841589968,9.143003143835083,2.2511938147405717,8.552947993561377,8.550673534029388,1.277100929597181,1.319317368282128,20.614084019537714,9.127915511212265,2.2535934008743603,8.552304974932701,8.571185977158196,4
50,korpus_nusantara_sun_ind_nusantara_t2t,8.759459333964832,8.894953600332302,35.69422757631057,28.964776325603953,11.611066800439945,27.8932339672602,27.85567335367688,8.76234565721859,8.89333336477782,35.69404268497181,28.972521472236135,11.630406416413642,27.874422016572648,27.836621062788346,0
51,korpus_nusantara_sun_ind_nusantara_t2t,7.665788488286511,7.802965797020395,34.264979541698516,27.141801433843238,10.60578500391713,25.89305172281293,25.869238647535575,7.666811445377932,7.800388671971464,34.26479210673938,27.15559729717361,10.62703928805603,25.878605664596744,25.86089672035481,1
52,korpus_nusantara_sun_ind_nusantara_t2t,6.964212244719627,7.068705021066399,31.763900693703384,24.94413316409926,9.119331306371272,23.831355619904677,23.828711282066312,6.965524205636734,7.068040679375931,31.764109540914927,24.959398764604266,9.12228363920419,23.819853692498445,23.810123395386828,2
